DocID,PageNum,LineNum,NormedLineNum,Text,Words2Width,WordsWidth,Width,Height,Left,Top,ContainsNum,Centrality,WordCount,HeadingClass
44387,5,20,0.703703704,5. CONCLUSION,1,0.159572259,0.159572259,0.014955075,0.154434279,0.551927447,1,0.445541269,2,Conclusion
68861,6,4,0.375,5. CONCLUSION,1,0.16026099,0.16026099,0.012097088,0.106544569,0.158514798,1,0.346353968,2,Conclusion
37838,6,15,0.666666667,5. CONCLUSIONS,1,0.184380114,0.184380114,0.013630187,0.142272174,0.417006165,1,0.446045752,2,Conclusion
27958,7,4,0.375,4. CONCLUSION,1,0.187997475,0.187997475,0.011865026,0.112712845,0.168747276,1,0.388153397,2,Conclusion
56628,7,36,0.833333333,"5. 	CONCLUSION",0.757872906,0.139393369,0.183927104,0.013886368,0.150925443,0.735073507,1,0.463625347,2,Conclusion
57048,7,37,0.947368421,"5. 	CONCLUSION",0.70021767,0.140074228,0.200043835,0.013137661,0.13548483,0.745733261,1,0.448224781,2,Conclusion
24362,7,17,0.842105263,5. CONCLUSIONS,1,0.171701148,0.171701148,0.01127803,0.122843459,0.428797543,1,0.39228911,2,Conclusion
26168,8,10,0.642857143,"4. 	CONCLUSIONS",0.76438515,0.164105933,0.214690112,0.011796254,0.118623219,0.324824929,1,0.428325982,2,Conclusion
31069,8,20,0.904761905,"5. 	CONCLUSIONS",0.783991544,0.164572494,0.20991616,0.012260999,0.146821544,0.506560177,1,0.482172642,2,Conclusion
63707,8,1,0,5. CONCLUSION,1,0.16065751,0.16065751,0.010736672,0.184383228,0.085263558,1,0.509151643,2,Conclusion
30392,8,5,0.5,"6. 	CONCLUSIONS",0.785060539,0.167325022,0.213136457,0.012914909,0.094973378,0.141111195,1,0.377367987,2,Conclusion
31356,8,16,0.9375,"6. 	CONCLUSIONS",0.78055921,0.164137347,0.210281737,0.014100034,0.111314006,0.370714277,1,0.408479485,2,Conclusion
29850,9,17,0.8,"4. 	CONCLUSIONS",0.786723933,0.164028972,0.208496228,0.011607543,0.156665727,0.421993107,1,0.501228103,2,Conclusion
30540,9,28,0.771428571,"5. 	CONCLUSION",0.771165611,0.154362665,0.200167984,0.011539982,0.119255647,0.667130977,1,0.414497571,2,Conclusion
33054,9,24,0.821428571,"5. 	CONCLUSIONS",0.743869113,0.165604062,0.22262527,0.011848317,0.118757844,0.593764454,1,0.436883845,2,Conclusion
53638,9,15,0.823529412,"5. 	CONCLUSIONS",0.768089496,0.151757665,0.197578102,0.01301566,0.150612697,0.432350636,1,0.477212008,2,Conclusion
56500,9,1,0,"5. 	CONCLUSIONS",0.716812185,0.152915082,0.213326566,0.011144353,0.105421521,0.066059336,1,0.399362807,2,Conclusion
67792,9,38,0.840909091,5. CONCLUSION,1,0.165635049,0.165635049,0.015027593,0.178320646,0.755385518,1,0.501696091,2,Conclusion
42781,9,29,0.682926829,5. CONCLUSIONS,1,0.183550134,0.183550134,0.014385088,0.142231256,0.587839484,1,0.445094653,2,Conclusion
36198,9,20,0.730769231,"6. 	CONCLUSIONS",0.829121556,0.153364955,0.184972823,0.011669477,0.142920911,0.554461211,1,0.448017366,2,Conclusion
37414,9,22,0.777777778,6. CONCLUSIONS,1,0.182799429,0.182799429,0.013859539,0.142792314,0.504055262,1,0.445482066,2,Conclusion
26518,10,10,0.818181818,"5. 	CONCLUSIONS",0.78401907,0.16352376,0.208571151,0.011352469,0.118549436,0.297223419,1,0.421789486,2,Conclusion
74718,10,10,0.692307692,5. CONCLUSIONS,1,0.184933513,0.184933513,0.013330336,0.130468681,0.267986357,1,0.421998991,2,Conclusion
27409,11,2,0.25,"4. 	CONCLUSIONS AND RECOMMENDATIONS",0.907263284,0.440779515,0.485834181,0.012805971,0.134557083,0.100627575,1,0.744391868,4,Conclusion
39782,11,27,0.684210526,"5. 	CONCLUSIONS",0.829154689,0.153947053,0.18566747,0.014663053,0.142203659,0.624182463,1,0.447245635,2,Conclusion
29733,11,19,0.580645161,"5. 	CONCLUSIONS AND RECOMMENDATIONS",0.90584523,0.43977835,0.485489503,0.012588387,0.148164749,0.445503429,1,0.772420139,4,Conclusion
29349,11,29,0.8,"5.0 	CONCLUSIONS AND RECOMMENDATIONS",0.925599261,0.447360771,0.483320147,0.012101538,0.132827282,0.677718222,1,0.73816088,4,Conclusion
22701,12,22,0.84,"6. 	CONCLUSIONSRECOMMENDATIONS AND PROPOSED WORK",0.924902933,0.634943085,0.686496995,0.01461745,0.103989698,0.757019967,1,0.889930937,5,Conclusion
26515,13,15,0.5,"7. 	RECOMMENDATION AND CONCLUSIONS",0.90409422,0.430616138,0.476295643,0.011890749,0.123862751,0.437692821,1,0.712132286,4,Conclusion
29013,16,19,0.5625,"4. 	CONCLUSIONS AND RECOMMENDATIONS",0.910155523,0.436191125,0.479249001,0.018185843,0.104804695,0.510782421,1,0.675454681,4,Conclusion
26114,16,38,0.948717949,"7. 	RECOMMENDATIONS AND CONCLUSIONS",0.880407369,0.429160256,0.487456456,0.013244873,0.127493441,0.823088795,1,0.731348129,4,Conclusion
26845,16,2,0.037037037,"7. 	RECOMMENDATIONS AND CONCLUSIONS",0.906347231,0.43534885,0.480333403,0.017253403,0.135738581,0.094969392,1,0.741118907,4,Conclusion
32676,18,16,0.5,"5. 	CONCLUSIONS",0.799110871,0.165238528,0.206777975,0.013928816,0.141812325,0.422768325,1,0.468449217,2,Conclusion
26525,22,26,0.675675676,"6. 	CONCLUSIONS AND RECOMMENDATIONS",0.88422527,0.433336468,0.490074739,0.01873992,0.115295961,0.661371976,1,0.708633289,4,Conclusion
21838,24,2,0.1,"5. 	CONCLUSIONS AND RECOMMENDATIONS",0.825222856,0.497970674,0.603437811,0.019820498,0.137949347,0.118884876,1,0.874138809,4,Conclusion
27972,25,2,0.043478261,"6. 	CONCLUSIONS",0.80933864,0.165316107,0.204260737,0.014107455,0.138044372,0.065062873,1,0.457962973,2,Conclusion
57418,100,2,0.020833333,10. Conclusions,1,0.18588832,0.18588832,0.017081719,0.120631061,0.100856222,1,0.402472061,2,Conclusion
26515,13,7,0.214285714,"6. 	DISCUSSION",0.755507353,0.139817812,0.185064793,0.011917419,0.122527398,0.219122112,1,0.405569121,2,Discussion
26845,13,13,0.387096774,"6. 	DISCUSSION",0.776806586,0.14566957,0.187523603,0.013565671,0.12999858,0.402335137,1,0.423719957,2,Discussion
29013,16,2,0.03125,"3. 	FOLLOW UP OF GEOTEM ANOMALIES",0.897627891,0.400665319,0.446360148,0.01661473,0.096939929,0.109973773,1,0.624741762,6,Discussion
26114,16,2,0.025641026,"6. 	DISCUSSION",0.718921386,0.14100481,0.196133837,0.013115142,0.125465259,0.085763969,1,0.423243887,2,Discussion
57418,84,2,0.04,8. QUALITATIVE INTERPRETATION,1,0.392105728,0.392105728,0.019803595,0.120703667,0.100164905,1,0.617725015,3,Discussion
22701,13,12,0.5,"7. 	EXPENDITURE",0.791049233,0.170557363,0.215609036,0.013703821,0.100476883,0.434246197,1,0.391428293,2,Expenditure
37838,4,23,0.75862069,"3. 	GEOLOGY",0.790351731,0.111736434,0.141375579,0.014068429,0.142325714,0.649793565,1,0.401300226,2,Geology
39782,4,19,0.642857143,"3. 	GEOLOGY",0.788409538,0.111426616,0.141330883,0.014854301,0.142163932,0.666018039,1,0.400916101,2,Geology
42781,4,19,0.461538462,"3. 	GEOLOGY",0.785488169,0.111393033,0.141813762,0.012444352,0.142201453,0.544586748,1,0.401498059,2,Geology
68861,4,21,0.588235294,"3. 	GEOLOGY",0.788995954,0.111920536,0.14185185,0.015382669,0.094621263,0.631288171,1,0.302277791,2,Geology
36198,4,24,0.621621622,3. GEOLOGY,1,0.142288685,0.142288685,0.014436311,0.142565683,0.65595144,1,0.402753283,2,Geology
38865,4,15,0.56,3. GEOLOGY,1,0.142724603,0.142724603,0.014175467,0.1422856,0.543223798,1,0.402623684,2,Geology
52673,4,23,0.709677419,3. GEOLOGY,1,0.141300306,0.141300306,0.014714831,0.142271906,0.688896477,1,0.401109458,2,Geology
30281,4,1,0,GEOLOGY,1,0.104889497,0.104889497,0.01242711,0.156037793,0.089676991,0,0.391847903,1,Geology
26168,5,23,0.75862069,"2. 	REGIONAL GEOLOGY",0.844016239,0.238255266,0.282287538,0.012084474,0.118537128,0.74359867,1,0.498655981,3,Geology
63707,5,8,0.179487179,"3. 	GEOLOGY",0.793206878,0.112181291,0.141427532,0.01478039,0.142295137,0.299564451,1,0.401290628,2,Geology
74718,5,1,0,"3. 	GEOLOGY",0.789721934,0.112413466,0.14234563,0.015831336,0.130320564,0.068479419,1,0.377267376,2,Geology
44387,5,1,0,3. GEOLOGY,1,0.141140386,0.141140386,0.015154805,0.142454937,0.111154936,1,0.401324481,2,Geology
23543,5,37,0.9,4. GEOLOGY AND GEOPHYSICS,1,0.315700233,0.315700233,0.013896259,0.129533172,0.79279542,1,0.556447663,4,Geology
26114,6,19,0.6,"3. 	GEOLOGY",0.692801576,0.122783644,0.177227721,0.012655064,0.127435207,0.589516878,1,0.407632905,2,Geology
26515,6,18,0.566666667,"3. 	GEOLOGY",0.728975388,0.120793082,0.165702552,0.011079918,0.123929299,0.588751614,1,0.388297326,2,Geology
26845,6,18,0.53125,"3. 	GEOLOGY",0.730809053,0.121875782,0.166768298,0.012733791,0.140572831,0.532417119,1,0.424130093,2,Geology
31356,6,20,0.527777778,"3. 	GEOLOGY",0.731008854,0.12196788,0.166848704,0.012722949,0.11188703,0.504950762,1,0.364370729,2,Geology
45470,6,1,0,"3. 	GEOLOGY",0.718999737,0.111545548,0.155139901,0.013285307,0.104957849,0.064999152,1,0.3377021,2,Geology
47884,6,1,0,"3. 	GEOLOGY",0.718301912,0.111317419,0.154973023,0.013373163,0.104968101,0.064893909,1,0.33754942,2,Geology
53638,6,1,0,"3. 	GEOLOGY",0.712079301,0.109516313,0.153797917,0.014296754,0.150695279,0.100974444,1,0.431718003,2,Geology
56500,6,1,0,"3. 	GEOLOGY",0.65561557,0.112083433,0.170959078,0.013273941,0.105256505,0.06507992,1,0.354825831,2,Geology
56628,6,1,0,"3. 	GEOLOGY",0.711751247,0.109889667,0.15439336,0.015049359,0.150623292,0.100637477,1,0.432188921,2,Geology
37414,6,1,0,3. GEOLOGY,1,0.142148316,0.142148316,0.014755597,0.142475054,0.082412452,1,0.4024178,2,Geology
67792,6,1,0,3. GEOLOGY,1,0.1417934,0.1417934,0.014793518,0.142099917,0.0517557,1,0.401264998,2,Geology
29349,6,21,0.588235294,"3.0 	GEOLOGY",0.794668022,0.134287279,0.168985382,0.012335744,0.134280145,0.547716409,1,0.413315128,2,Geology
31069,7,2,0.027027027,"3. 	GEOLOGY",0.727154529,0.120394947,0.165569961,0.01142099,0.145992383,0.084368743,1,0.434186196,2,Geology
57048,7,1,0,"3. 	GEOLOGY",0.650553162,0.110845113,0.170385942,0.013437686,0.135169521,0.054361759,1,0.416631408,2,Geology
33054,7,2,0.032258065,"3. 	GEOLOGY AND EXPLORATION MODEL",0.900891086,0.407347156,0.452160269,0.012279377,0.116732419,0.113464698,1,0.672082103,5,Geology
22701,7,1,0,"4. 	GEOLOGY",0.737504637,0.125189668,0.169747636,0.013352189,0.096787974,0.085744042,1,0.335895469,2,Geology
27972,9,29,0.933333333,"3. 	GEOLOGY",0.7621981,0.12454099,0.163397141,0.012346403,0.143236369,0.828195214,1,0.426170275,2,Geology
32676,9,12,0.261904762,"3. 	GEOLOGY",0.752520509,0.122351276,0.162588626,0.013270993,0.141077727,0.319992408,1,0.420823652,2,Geology
26525,10,9,0.2,"3. 	GEOLOGY",0.689687876,0.123839984,0.179559462,0.01270353,0.115563489,0.283045724,1,0.385298771,2,Geology
57418,11,2,0.027027027,4 Geology,1,0.133060068,0.133060068,0.017982405,0.119261339,0.106146485,1,0.344510445,2,Geology
57418,37,27,0.666666667,3. CONCLUSIONS,1,0.172728345,0.172728345,0.015720902,0.124973036,0.597207725,1,0.397803203,2,Geology
30281,3,10,0.257142857,INTRODUCTION,1,0.162780076,0.162780076,0.013617761,0.155445054,0.322055519,0,0.450995925,1,Introduction
36198,4,1,0,"1. 	INTRODUCTION",0.842711003,0.158098349,0.187606841,0.014457746,0.142693594,0.084532421,1,0.450290641,2,Introduction
37414,4,1,0,"1. 	INTRODUCTION",0.842658876,0.159000618,0.188689187,0.012124839,0.142830223,0.085348383,1,0.451704645,2,Introduction
37838,4,1,0,"1. 	INTRODUCTION",0.843207926,0.158283487,0.187715843,0.014842782,0.142396107,0.084366776,1,0.449783733,2,Introduction
39782,4,1,0,"1. 	INTRODUCTION",0.835809133,0.156858137,0.187672198,0.013716364,0.142639577,0.098579194,1,0.450246125,2,Introduction
42781,4,1,0,"1. 	INTRODUCTION",0.83189341,0.158475427,0.190499678,0.012504621,0.142404526,0.070355348,1,0.452705062,2,Introduction
44387,4,1,0,"1. 	INTRODUCTION",0.832268372,0.15782154,0.189628184,0.011898845,0.142582327,0.085690349,1,0.452166944,2,Introduction
45470,4,1,0,"1. 	INTRODUCTION",0.783057577,0.159033168,0.20309256,0.013393858,0.105206743,0.095277321,1,0.388239848,2,Introduction
52673,4,1,0,"1. 	INTRODUCTION",0.842175283,0.158189336,0.187834218,0.01495812,0.142289311,0.084484335,1,0.449684412,2,Introduction
53638,4,1,0,"1. 	INTRODUCTION",0.779493317,0.156983133,0.20139125,0.011003849,0.150445834,0.102794651,1,0.480841327,2,Introduction
56500,4,1,0,"1. 	INTRODUCTION",0.725353606,0.157747457,0.217476629,0.012365566,0.105137341,0.065529913,1,0.403098814,2,Introduction
56628,4,1,0,"1. 	INTRODUCTION",0.769887285,0.1552979,0.201715112,0.011330112,0.150649354,0.087677494,1,0.481603717,2,Introduction
57048,4,1,0,"1. 	INTRODUCTION",0.782908081,0.158676047,0.202675194,0.012746456,0.150319174,0.054709366,1,0.481916351,2,Introduction
63707,4,1,0,"1. 	INTRODUCTION",0.841785625,0.158779299,0.188622013,0.014615993,0.142506361,0.068894483,1,0.450958948,2,Introduction
68861,4,1,0,"1. 	INTRODUCTION",0.831978229,0.157514729,0.189325541,0.014595789,0.095012471,0.084287457,1,0.352612825,2,Introduction
74718,4,1,0,"1. 	INTRODUCTION",0.837004802,0.158565842,0.189444363,0.01495584,0.130716428,0.084783331,1,0.427221013,2,Introduction
38865,4,1,0,1. INTRODUCTION,1,0.189713344,0.189713344,0.014174319,0.142394096,0.084814273,1,0.451863091,2,Introduction
67792,4,1,0,1. INTRODUCTION,1,0.18813017,0.18813017,0.013406534,0.14262706,0.05259541,1,0.450697715,2,Introduction
43505,5,1,0,1 INTRODUCTION,1,0.178573787,0.178573787,0.011483122,0.189871654,0.069583669,1,0.53928952,2,Introduction
57418,5,3,0.181818182,1 Introduction,1,0.173610508,0.173610508,0.014018425,0.120733149,0.121045686,1,0.389878279,2,Introduction
21838,5,2,0.076923077,"1. 	INTRODUCTION",0.434618691,0.196093144,0.451184332,0.015229119,0.135099202,0.122620206,1,0.709380213,2,Introduction
26168,5,4,0.103448276,"1. 	INTRODUCTION",0.799215991,0.177965465,0.222675055,0.012164728,0.120301589,0.143392041,1,0.440156278,2,Introduction
28298,5,2,0.03030303,"1. 	INTRODUCTION",0.794928265,0.179209081,0.225440569,0.011912256,0.108243607,0.084611841,1,0.417886025,2,Introduction
30540,5,2,0.027027027,"1. 	INTRODUCTION",0.797478434,0.176784592,0.221679464,0.011752227,0.104569107,0.074031778,1,0.406297285,2,Introduction
23543,5,2,0.025,1. INTRODUCTION,1,0.193211153,0.193211153,0.01208592,0.121815041,0.093199171,1,0.412580343,2,Introduction
24362,5,2,0.027027027,1. INTRODUCTION,1,0.198236674,0.198236674,0.011212555,0.121441409,0.100879528,1,0.417042912,2,Introduction
22701,6,1,0,"1. 	INTRODUCTION",0.7929606,0.180975288,0.22822734,0.014273409,0.098884322,0.084567107,1,0.401267866,2,Introduction
26114,6,2,0.033333333,"1. 	INTRODUCTION",0.764065898,0.178982574,0.23425018,0.012760595,0.124654405,0.086162895,1,0.461310752,2,Introduction
26515,6,2,0.033333333,"1. 	INTRODUCTION",0.797093167,0.17724909,0.22236935,0.011106448,0.122744702,0.103386622,1,0.444934132,2,Introduction
26518,6,2,0.033333333,"1. 	INTRODUCTION",0.787364421,0.174123486,0.221147262,0.01180968,0.121419452,0.109308891,1,0.440894708,2,Introduction
26525,6,2,0.026315789,"1. 	INTRODUCTION",0.763456083,0.179824738,0.235540383,0.012429837,0.114414953,0.082897533,1,0.441295379,2,Introduction
26845,6,2,0.03125,"1. 	INTRODUCTION",0.793493016,0.17722824,0.223351985,0.013642008,0.135553807,0.078618828,1,0.472680971,2,Introduction
27409,6,2,0.033333333,"1. 	INTRODUCTION",0.797283439,0.179506766,0.225147992,0.012836567,0.147148788,0.128107257,1,0.498743364,2,Introduction
27958,6,2,0.03030303,"1. 	INTRODUCTION",0.843693792,0.179962932,0.213303611,0.011904612,0.10927625,0.084796488,1,0.407380454,2,Introduction
29013,6,2,0.03030303,"1. 	INTRODUCTION",0.796535275,0.178599733,0.224220745,0.013784003,0.095660634,0.084453307,1,0.390363528,2,Introduction
29733,6,2,0.035714286,"1. 	INTRODUCTION",0.801573089,0.179331036,0.223723873,0.011677247,0.147767827,0.090666372,1,0.498549308,2,Introduction
29850,6,3,0.054054054,"1. 	INTRODUCTION",0.797343539,0.175780264,0.220457375,0.014099304,0.152811348,0.104242548,1,0.505663689,2,Introduction
30392,6,2,0.03125,"1. 	INTRODUCTION",0.797304024,0.18030709,0.226145968,0.013553975,0.097444296,0.101587098,1,0.396092698,2,Introduction
31069,6,2,0.03030303,"1. 	INTRODUCTION",0.798133273,0.179532695,0.224940747,0.011955735,0.144595772,0.100852463,1,0.493201185,2,Introduction
31356,6,2,0.027777778,"1. 	INTRODUCTION",0.798902388,0.179259772,0.224382572,0.013540368,0.105648793,0.088725716,1,0.411369246,2,Introduction
33054,6,2,0.033333333,"1. 	INTRODUCTION",0.795359445,0.177581757,0.223272331,0.012417847,0.114941306,0.114852436,1,0.429596865,2,Introduction
29349,6,2,0.029411765,"1.0 	INTRODUCTION",0.839456336,0.187449858,0.223299116,0.013442304,0.129280597,0.098218396,1,0.45953889,2,Introduction
27972,7,2,0.03125,"1. 	INTRODUCTION",0.825920678,0.180172286,0.218147203,0.011953411,0.142043024,0.084140781,1,0.480789522,2,Introduction
32676,8,2,0.026315789,"1. 	INTRODUCTION",0.799479537,0.178834889,0.223689139,0.013657717,0.140462056,0.122092258,1,0.483272053,2,Introduction
57418,23,1,0,1. INTRODUCTION,1,0.187544957,0.187544957,0.015280711,0.125843823,0.08976192,1,0.415074734,2,Introduction
57418,58,2,0.045454545,2. GEOPHYSICAL INTERPRETATION: PROJECT AIMS,1,0.601062059,0.601062059,0.015919553,0.120832838,0.101800151,1,0.835952891,5,Introduction
28298,5,14,0.393939394,"3. 	PREVIOUS EXPLORATION",0.859238389,0.2782187,0.323796868,0.011930306,0.108712569,0.431350604,1,0.521457955,3,Previous work
23543,5,29,0.7,3. PREVIOUS WORK AND LITERATURE REVIEW,1,0.474323988,0.474323988,0.015668234,0.127814442,0.620913088,1,0.718319559,6,Previous work
22701,6,19,0.782608696,"3. 	PREVIOUS EXPLORATION",0.864218581,0.285047164,0.329832256,0.015682377,0.105881214,0.684326559,1,0.521846689,3,Previous work
26518,6,18,0.566666667,"3. 	PREVIOUS WORK",0.814382592,0.192467051,0.236334927,0.011418176,0.119513147,0.531378746,1,0.452759813,3,Previous work
26114,6,27,0.866666667,"4. 	PREVIOUS EXPLORATION",0.831746071,0.271956468,0.326970547,0.013895125,0.129001334,0.791314811,1,0.567094017,3,Previous work
26515,6,25,0.8,"4. 	PREVIOUS EXPLORATION",0.859349259,0.273424586,0.318176322,0.011700645,0.124779634,0.77344504,1,0.549113774,3,Previous work
26845,6,28,0.84375,"4. 	PREVIOUS EXPLORATION",0.85935744,0.274225601,0.319105402,0.014610695,0.144046962,0.767909944,1,0.590277653,3,Previous work
31356,6,34,0.916666667,"4. 	PREVIOUS WORK",0.810517682,0.193319801,0.238513984,0.013398941,0.116273008,0.785180807,1,0.448273291,3,Previous work
30392,6,30,0.90625,"4. 	PREVIOUS WORK BY BHP MINERALS",0.894062112,0.389517808,0.435671978,0.017535951,0.108337216,0.766945899,1,0.637369723,6,Previous work
57418,7,3,0.111111111,2 Previous Exploration,1,0.272642136,0.272642136,0.016938927,0.120124549,0.106519215,1,0.491906661,3,Previous work
30540,7,2,0.027777778,"3. 	PREVIOUS EXPLORATION",0.856696687,0.27368634,0.319467023,0.011994588,0.112501413,0.082283411,1,0.524845718,3,Previous work
24362,7,2,0.052631579,3. PREVIOUS WORK,1,0.209470898,0.209470898,0.011290164,0.1202759,0.099928319,1,0.426329678,3,Previous work
27409,8,14,0.419354839,"2. 	PREVIOUS EXPLORATION",0.857501363,0.278152838,0.324375972,0.011949521,0.140146211,0.39200373,1,0.587637685,3,Previous work
29733,8,2,0.03030303,3. PREVIOUS WORK,1,0.219931781,0.219931781,0.015099369,0.147406653,0.087553091,1,0.49384038,3,Previous work
27972,11,6,0.131578947,"4. 	PAST EXPLORATION",0.856088068,0.226096431,0.264104173,0.012024303,0.141552657,0.169405192,1,0.527703383,3,Previous work
26525,11,9,0.205128205,"4. 	PREVIOUS EXPLORATION",0.832041536,0.275626551,0.331265375,0.012094659,0.116900966,0.283293962,1,0.546330538,3,Previous work
42781,9,41,0.975609756,"6. 	REFERENCES",0.82126822,0.142975342,0.174090922,0.014033354,0.142427474,0.858042389,1,0.435637271,2,References
26168,9,2,0.076923077,REFERENCES,1,0.136838257,0.136838257,0.011473974,0.4341681,0.136480376,0,0.994603242,1,References
37414,10,1,0,7. REFERENCES,1,0.175123081,0.175123081,0.012730545,0.142044634,0.098335505,1,0.435915229,2,References
30540,10,2,0.058823529,REFERENCES,1,0.138045251,0.138045251,0.011701718,0.120868169,0.095546752,0,0.353062503,1,References
57418,13,3,0.046511628,6 References,1,0.16284965,0.16284965,0.014226237,0.120727539,0.106748737,1,0.378642127,2,References
26515,13,22,0.75,REFERENCES,1,0.137062743,0.137062743,0.01103758,0.124101907,0.656146288,0,0.35878377,1,References
43505,15,1,0,3 REFERENCES,1,0.162886351,0.162886351,0.01215995,0.189717576,0.084254123,1,0.52260482,2,References
26845,16,6,0.185185185,REFERENCES,1,0.138407841,0.138407841,0.013355373,0.137206897,0.230882972,0,0.387525952,1,References
